Transaction_ID,Date,Customer_ID,Product_ID,Quantity,Price,Total,Payment_Method
118,4/28/2023,3790,P0086,10.0,385.12,3851.2,Cash
119,4/29/2023,8408,P0085,6.0,16.64,99.84,Debit Card
120,4/30/2023,9755,P0027,10.0,392.02,3920.2,Credit Card
121,5/1/2023,6116,P0057,7.0,793.8,5556.6,Credit Card
122,5/2/2023,7019,P0031,4.0,600.03,2400.12,Debit Card
123,5/3/2023,2757,P0006,8.0,110.25,882.0,Debit Card
124,5/4/2023,8574,P0091,5.0,848.67,4243.35,Debit Crd
125,5/5/2023,7374,P0040,1.0,535.77,535.77,Cash
126,5/6/2023,7892,P0098,4.0,843.31,3373.24,Debit Card
127,5/7/2023,2678,P0012,3.0,584.42,1753.26,Crdit Card
128,5/8/2023,4242,P0053,9.0,564.09,5076.81,Credit Card
129,5/9/2023,5636,P0071,8.0,114.21,913.68,paypal
130,5/10/2023,2059,P0010,1.0,175.69,175.69,Debit Card
131,5/11/2023,7668,P0045,6.0,972.31,5833.86,Cash
132,5/12/2023,4157,P0017,9.0,236.2,2125.8,Cash
133,5/13/2023,6915,P0026,7.0,977.68,6843.76,Cash
134,5/14/2023,3693,P0085,4.0,536.59,2146.36,PayPal
135,5/15/2023,4627,P0092,1.0,144.43,144.43,Credit Card
136,5/16/2023,6450,P0062,2.0,108.31,216.62,Cash
137,5/17/2023,2663,P0046,5.0,216.78,1083.9,Credit Card
138,5/18/2023,6592,P0064,5.0,926.38,4631.9,PayPal
139,5/19/2023,8392,P0002,,420.01,3360.08,Debit Card
140,5/20/2023,2306,P0054,6.0,401.48,2408.88,Debit Card
141,5/21/2023,7776,P0065,8.0,320.07,2560.56,Debit Card
142,5/22/2023,6864,P0051,2.0,155.59,311.18,Cash
143,5/23/2023,8526,P0053,3.0,492.97,1478.91,Debit Card
144,5/24/2023,9901,P0036,6.0,138.75,832.5,Cash
145,5/25/2023,6575,P0026,10.0,837.13,8371.3,PayPal
146,5/26/2023,6530,P0029,3.0,376.69,1130.07,PayPal
147,5/27/2023,5413,P0021,6.0,381.06,2286.36,Cash
148,5/28/2023,4748,P0011,6.0,479.27,2875.62,Credit Card
149,5/29/2023,1663,P0040,2.0,449.69,899.38,Debit Card
150,5/30/2023,2998,P0011,7.0,994.91,6964.37,Debit Card
151,5/31/2023,8994,P0036,,549.93,1099.86,Debit Card
152,6/1/2023,2495,P0059,6.0,97.32,583.92,Cash
153,6/2/2023,4304,P0039,1.0,610.81,610.81,PayPal
154,6/3/2023,4763,P0099,3.0,160.07,480.21,Debit Card
155,6/4/2023,6232,P0054,2.0,40.63,81.26,PayPal
156,6/5/2023,2853,P0098,7.0,971.03,6797.21,Debit Card
157,6/6/2023,7585,P0055,4.0,775.8,3103.2,Debit Card
158,6/7/2023,2291,P0024,8.0,980.31,7842.48,Cash
159,6/8/2023,4581,P0022,6.0,483.1,2898.6,Credit Card
160,6/9/2023,8554,P0069,10.0,536.93,5369.3,Cash
161,6/10/2023,8280,P0056,4.0,176.65,706.6,Debit Card
162,6/11/2023,2636,P0033,5.0,254.44,1272.2,Debit Card
163,6/12/2023,4696,P0036,9.0,840.16,7561.44,Credit Card
164,6/13/2023,1698,P0020,7.0,362.62,2538.34,PayPal
165,6/14/2023,5737,P0083,10.0,828.55,8285.5,PayPal
166,6/15/2023,1854,P0099,9.0,711.92,6407.28,Debit Card
167,,9164,P0081,7.0,185.4,1297.8,PayPal
168,6/17/2023,6855,P0062,1.0,512.37,512.37,Debit Card
169,,8392,P0098,8.0,680.61,5444.88,Credit Card
170,6/19/2023,7528,P0073,4.0,242.69,970.76,Credit Card
171,6/20/2023,6249,P0026,3.0,832.38,2497.14,Debit Card
172,6/21/2023,6172,P0066,7.0,549.38,3845.66,Credit Card
173,6/22/2023,2707,P0073,3.0,173.59,520.77,Cash
174,6/23/2023,6791,P0073,8.0,587.15,4697.2,Cash
175,6/24/2023,6535,P0040,6.0,999.72,5998.32,Credit Card
176,6/25/2023,5931,P0017,,159.02,795.1,Debit Card
177,6/26/2023,4510,P0001,4.0,,3274.36,Debit Card
178,6/27/2023,1202,P0089,8.0,215.24,1721.92,Credit Card
179,6/28/2023,5218,P0061,8.0,784.56,6276.48,PayPal
180,6/29/2023,9958,P0043,1.0,737.23,737.23,Cash
181,6/30/2023,5389,P0042,9.0,307.48,2767.32,PayPal
182,7/1/2023,3327,P0025,5.0,332.56,1662.8,Debit Card
183,7/2/2023,9004,P0039,4.0,794.6,3178.4,Debit Card
184,7/3/2023,3931,P0035,6.0,466.83,2800.98,PayPal
185,7/4/2023,8777,P0003,6.0,733.51,4401.06,Credit Card
186,7/5/2023,1197,P0044,2.0,156.5,313.0,PayPal
187,7/6/2023,8125,P0051,8.0,854.03,6832.24,PayPal
188,7/7/2023,2930,P0094,7.0,713.78,4996.46,Cash
189,7/8/2023,7287,P0098,1.0,907.87,907.87,Cash
190,7/9/2023,9800,P0012,5.0,141.05,705.25,PayPal
191,7/10/2023,5282,P0019,6.0,597.08,3582.48,PayPal
192,7/11/2023,3511,P0044,4.0,603.13,2412.52,Debit Card
193,7/12/2023,1659,P0059,2.0,359.93,719.86,Cash
194,7/13/2023,3811,P0049,4.0,463.88,1855.52,Cash
195,7/14/2023,8098,P0061,1.0,47.6,47.6,Debit Card
196,7/15/2023,7546,P0017,7.0,748.4,5238.8,Credit Card
197,7/16/2023,2986,P0074,2.0,553.83,1107.66,Cash
198,7/17/2023,9338,P0057,2.0,67.16,134.32,Cash
199,7/18/2023,3911,P0055,9.0,683.95,6155.55,Credit Card
200,7/19/2023,2734,P0047,5.0,472.11,2360.55,Cash
201,7/20/2023,2843,P0012,2.0,44.12,88.24,Cash
202,7/21/2023,9680,P0062,9.0,969.91,8729.19,Credit Card
203,7/22/2023,3976,P0080,9.0,949.62,8546.58,Credit Card
204,7/23/2023,2959,P0088,1.0,517.77,517.77,PayPal
205,7/24/2023,6759,P0083,,102.74,308.22,Debit Card
206,7/25/2023,7694,P0008,4.0,757.08,3028.32,Debit Card
207,7/26/2023,3385,P0095,7.0,497.01,3479.07,Credit Card
208,7/27/2023,5736,P0021,10.0,309.42,3094.2,Credit Card
209,7/28/2023,2802,P0081,4.0,496.5,1986.0,Cash
210,7/29/2023,9155,P0087,2.0,527.22,1054.44,PayPal
211,,9120,P0080,7.0,567.08,3969.56,PayPal
212,7/31/2023,7616,P0070,6.0,446.81,2680.86,Credit Card
213,8/1/2023,6534,P0072,,609.7,1829.1,Cash
214,8/2/2023,5061,P0025,6.0,919.55,5517.3,Cash
215,8/3/2023,1262,P0082,6.0,368.65,2211.9,Debit Card
216,8/4/2023,7287,P0089,,728.46,3642.3,Debit Card
217,8/5/2023,9815,P0012,4.0,895.51,3582.04,Cash
218,8/6/2023,3049,P0015,10.0,461.42,4614.2,Debit Card
219,8/7/2023,6423,P0059,1.0,449.02,449.02,Credit Card
220,8/8/2023,5548,P0026,10.0,606.1,6061.0,Cash
221,8/9/2023,4108,P0026,6.0,595.49,3572.94,Debit Card
222,8/10/2023,8158,P0047,2.0,808.52,1617.04,PayPal
223,8/11/2023,8400,P0032,3.0,481.72,1445.16,Cash
224,8/12/2023,4170,P0010,8.0,996.16,7969.28,Cash
225,8/13/2023,3255,P0016,10.0,68.88,688.8,PayPal
226,8/14/2023,2154,P0071,,13.14,78.84,Credit Card
227,8/15/2023,5499,P0017,3.0,643.8,1931.4,PayPal
228,8/16/2023,7295,P0023,7.0,305.45,2138.15,Cash
229,,7197,P0026,4.0,247.98,991.92,Credit Card
230,8/18/2023,2648,P0085,9.0,318.78,2869.02,Debit Card
231,8/19/2023,6539,P0086,5.0,263.49,1317.45,Debit Card
232,8/20/2023,5199,P0007,3.0,40.48,121.44,Debit Card
233,8/21/2023,9445,P0014,2.0,971.82,1943.64,Cash
234,8/22/2023,3557,P0079,2.0,228.54,457.08,PayPal
235,8/23/2023,6592,P0007,3.0,736.69,2210.07,Credit Card
236,8/24/2023,1098,P0009,2.0,764.97,1529.94,Debit Card
237,8/25/2023,3200,P0048,4.0,929.96,3719.84,Credit Card
238,8/26/2023,3961,P0072,2.0,40.24,80.48,Cash
239,8/27/2023,5973,P0059,10.0,873.33,8733.3,Debit Card
240,8/28/2023,5433,P0087,9.0,531.95,4787.55,Cash
241,8/29/2023,3869,P0093,2.0,636.22,1272.44,PayPal
242,8/30/2023,1956,P0082,9.0,648.03,5832.27,Cash
243,8/31/2023,9352,P0095,6.0,821.6,4929.6,Cash
244,9/1/2023,6699,P0094,1.0,340.07,340.07,PayPal
245,9/2/2023,7944,P0039,4.0,,2942.88,Credit Card
246,9/3/2023,5493,P0099,1.0,533.29,533.29,PayPal
247,9/4/2023,5911,P0018,6.0,795.46,4772.76,PayPal
248,9/5/2023,4987,P0059,4.0,990.64,3962.56,Cash
249,9/6/2023,7015,P0017,3.0,208.64,625.92,Credit Card
250,9/7/2023,2218,P0014,,994.7,2984.1,Debit Card
251,9/8/2023,5496,P0031,9.0,98.91,890.19,PayPal
252,9/9/2023,5735,P0024,6.0,12.29,73.74,Credit Card
253,9/10/2023,5555,P0099,9.0,53.72,483.48,PayPal
254,9/11/2023,9050,P0060,,348.36,1741.8,PayPal
255,9/12/2023,4446,P0045,2.0,636.58,1273.16,PayPal
256,9/13/2023,2045,P0098,8.0,78.34,626.72,paypal
257,9/14/2023,7893,P0003,5.0,15.61,78.05,Cash
258,9/15/2023,2693,P0037,2.0,937.72,1875.44,Credit Card
259,9/16/2023,4436,P0043,4.0,823.71,3294.84,credit card
260,9/17/2023,9754,P0040,9.0,811.09,7299.81,Credit Card
261,9/18/2023,6895,P0090,4.0,885.58,3542.32,PayPal
262,9/19/2023,4354,P0055,4.0,703.03,2812.12,Cash
263,9/20/2023,1225,P0087,2.0,113.36,226.72,PayPal
264,,5893,P0039,6.0,405.11,2430.66,PayPal
265,9/22/2023,8022,P0015,2.0,725.92,1451.84,Credit Card
266,9/23/2023,6600,P0004,7.0,287.53,2012.71,PayPal
267,9/24/2023,8996,P0093,3.0,690.53,2071.59,Debit Card
268,9/25/2023,8683,P0086,3.0,34.25,102.75,PayPal
269,9/26/2023,5642,P0025,5.0,313.08,1565.4,Debit Card
270,9/27/2023,8679,P0013,3.0,553.64,1660.92,PayPal
271,9/28/2023,9208,P0082,2.0,635.77,1271.54,Cash
272,9/29/2023,8339,P0033,10.0,581.27,5812.7,Cash
273,9/30/2023,3205,P0016,9.0,700.78,6307.02,Credit Card
274,10/1/2023,2069,P0042,,16.03,32.06,PayPal
275,,4444,P0066,2.0,109.93,219.86,Debit Card
276,,2060,P0055,8.0,870.25,6962.0,Debit Card
277,10/4/2023,3327,P0099,9.0,684.93,6164.37,PayPal
278,10/5/2023,4420,P0042,7.0,121.8,852.6,Debit Card
279,10/6/2023,1301,P0034,3.0,843.65,2530.95,Cash
280,10/7/2023,1606,P0030,9.0,249.81,2248.29,Debit Card
281,,4170,P0013,3.0,483.48,1450.44,Credit Card
282,10/9/2023,1699,P0013,5.0,153.74,768.7,Cash
283,10/10/2023,6088,P0018,9.0,713.01,6417.09,Cash
284,10/11/2023,1190,P0032,3.0,670.19,2010.57,Cash
285,10/12/2023,1980,P0096,7.0,219.0,1533.0,PayPal
286,10/13/2023,3975,P0099,1.0,864.77,864.77,PayPal
287,10/14/2023,7102,P0039,4.0,407.29,1629.16,Cash
288,10/15/2023,2184,P0046,4.0,299.59,1198.36,PayPal
289,10/16/2023,4327,P0029,7.0,160.81,1125.67,Debit Card
290,10/17/2023,4394,P0062,8.0,273.51,2188.08,PayPal
291,10/18/2023,9319,P0093,1.0,31.81,31.81,PayPal
292,10/19/2023,2816,P0062,5.0,587.42,2937.1,Cash
293,10/20/2023,6854,P0057,7.0,843.81,5906.67,Credit Card
294,10/21/2023,7709,P0016,4.0,553.49,2213.96,Credit Card
295,10/22/2023,1569,P0056,4.0,227.08,908.32,Credit Card
296,10/23/2023,6442,P0010,4.0,,173.32,Debit Card
297,10/24/2023,2895,P0030,6.0,,1334.88,PayPal
298,10/25/2023,3733,P0025,7.0,421.96,2953.72,Credit Card
299,10/26/2023,4863,P0084,2.0,762.02,1524.04,Cash
300,10/27/2023,8455,P0005,5.0,195.96,979.8,Credit Card
301,10/28/2023,5014,P0065,4.0,722.59,2890.36,Credit Card
302,10/29/2023,2686,P0094,3.0,868.26,2604.78,PayPal
303,10/30/2023,4009,P0049,7.0,459.41,3215.87,PayPal
304,10/31/2023,8806,P0003,6.0,823.22,4939.32,PayPal
305,11/1/2023,1154,P0045,7.0,559.11,3913.77,Debit Card
306,11/2/2023,2409,P0014,5.0,640.72,3203.6,Debit Card
307,11/3/2023,1784,P0030,6.0,531.02,3186.12,Credit Card
308,11/4/2023,9096,P0068,5.0,468.54,2342.7,PayPal
309,11/5/2023,8560,P0018,7.0,242.31,1696.17,Credit Card
310,11/6/2023,8343,P0062,2.0,310.16,620.32,Cash
311,11/7/2023,8206,P0037,5.0,297.07,1485.35,Cash
312,11/8/2023,6596,P0025,6.0,567.66,3405.96,PayPal
313,11/9/2023,6801,P0048,6.0,128.75,772.5,PayPal
314,11/10/2023,3806,P0065,5.0,917.62,4588.1,Cash
315,11/11/2023,1537,P0053,10.0,723.45,7234.5,PayPal
316,11/12/2023,6986,P0079,7.0,407.43,2852.01,Debit Card
317,11/13/2023,2841,P0073,10.0,167.04,1670.4,Debit Card
318,11/14/2023,9716,P0015,8.0,883.17,7065.36,PayPal
319,11/15/2023,7971,P0049,7.0,825.54,5778.78,Cash
320,11/16/2023,6625,P0088,5.0,724.5,3622.5,Credit Card
321,11/17/2023,3950,P0068,1.0,278.83,278.83,PayPal
322,11/18/2023,8992,P0012,5.0,408.42,2042.1,PayPal
323,11/19/2023,5780,P0059,,111.72,1117.2,Credit Card
324,11/20/2023,3368,P0037,2.0,197.15,394.3,PayPal
325,11/21/2023,7655,P0061,5.0,785.19,3925.95,Credit Card
326,11/22/2023,9173,P0043,5.0,717.89,3589.45,Cash
327,11/23/2023,5495,P0070,2.0,597.55,1195.1,Debit Card
328,,7002,P0039,5.0,896.77,4483.85,Cash
329,,7614,P0056,4.0,587.43,2349.72,Debit Card
330,11/26/2023,6919,P0063,1.0,472.3,472.3,Credit Card
331,11/27/2023,1853,P0046,3.0,346.97,1040.91,Debit Card
332,11/28/2023,5146,P0088,1.0,941.04,941.04,Cash
333,11/29/2023,4769,P0011,5.0,91.89,459.45,Debit Card
334,11/30/2023,1574,P0062,4.0,931.58,3726.32,Credit Card
335,12/1/2023,2148,P0077,7.0,828.45,5799.15,Debit Card
336,12/2/2023,7293,P0098,5.0,138.63,693.15,PayPal
337,12/3/2023,7457,P0025,10.0,569.33,5693.3,Cash
338,12/4/2023,8509,P0071,4.0,867.88,3471.52,PayPal
339,12/5/2023,5777,P0052,2.0,576.09,1152.18,Credit Card
340,12/6/2023,4854,P0004,4.0,,3632.52,Debit Card
341,12/7/2023,3491,P0059,2.0,943.55,1887.1,PayPal
342,12/8/2023,4124,P0072,8.0,428.16,3425.28,PayPal
343,12/9/2023,6691,P0020,3.0,,1150.62,Debit Card
344,12/10/2023,4051,P0093,9.0,936.96,8432.64,DEBIT CARD
345,12/11/2023,1004,P0063,4.0,678.39,2713.56,Cash
346,12/12/2023,6222,P0054,6.0,124.86,749.16,PayPal
347,12/13/2023,6315,P0074,10.0,,518.7,PayPal
348,12/14/2023,5869,P0098,5.0,568.98,2844.9,Credit Card
349,12/15/2023,1876,P0057,10.0,930.87,9308.7,Cash
350,12/16/2023,8027,P0090,1.0,845.81,845.81,Credit Card
351,12/17/2023,5142,P0041,9.0,679.09,6111.81,PayPal
352,12/18/2023,7966,P0003,1.0,147.72,147.72,Credit Card
353,12/19/2023,8079,P0006,8.0,261.69,2093.52,PayPal
354,12/20/2023,8987,P0005,,876.76,7890.84,PayPal
355,12/21/2023,7799,P0005,9.0,190.98,1718.82,Credit Card
356,12/22/2023,5465,P0054,1.0,285.66,285.66,Credit Card
357,12/23/2023,1635,P0047,2.0,138.3,276.6,Debit Card
358,12/24/2023,2693,P0087,1.0,679.35,679.35,Debit Card
359,12/25/2023,5752,P0049,,944.54,9445.4,Debit Card
360,12/26/2023,9311,P0009,2.0,276.28,552.56,PayPal
361,12/27/2023,1830,P0099,10.0,480.65,4806.5,Credit Card
362,12/28/2023,6177,P0020,8.0,638.0,5104.0,Cash
363,12/29/2023,9932,P0061,5.0,999.47,4997.35,PayPal
364,12/30/2023,9308,P0035,7.0,113.76,796.32,Cash
365,12/31/2023,6949,P0050,2.0,503.59,1007.18,Credit Card
366,1/1/2024,3838,P0082,8.0,391.27,3130.16,PayPal
367,,2150,P0062,6.0,867.16,5202.96,Cash
368,1/3/2024,8560,P0017,8.0,481.21,3849.68,Cash
369,1/4/2024,2931,P0088,1.0,119.87,119.87,Debit Card
370,1/5/2024,2664,P0003,1.0,638.08,638.08,Debit Card
371,1/6/2024,2081,P0032,7.0,773.07,5411.49,Debit Card
372,1/7/2024,1512,P0099,8.0,12.85,102.8,PayPal
373,1/8/2024,8805,P0013,3.0,860.37,2581.11,Credit Card
374,1/9/2024,6237,P0089,5.0,194.16,970.8,Credit Card
375,1/10/2024,1559,P0073,1.0,556.55,556.55,Debit Card
376,1/11/2024,4672,P0068,7.0,421.64,2951.48,Debit Card
377,1/12/2024,8404,P0014,5.0,722.46,3612.3,Debit Card
378,1/13/2024,4343,P0098,8.0,377.45,3019.6,Cash
379,1/14/2024,5070,P0011,8.0,871.07,6968.56,Debit Card
380,1/15/2024,1580,P0056,9.0,733.19,6598.71,Cash
381,1/16/2024,8004,P0067,7.0,651.24,4558.68,Credit Card
382,1/17/2024,9130,P0092,1.0,798.28,798.28,PayPal
383,1/18/2024,4147,P0029,3.0,756.48,2269.44,PayPal
384,1/19/2024,5249,P0009,8.0,45.58,364.64,PayPal
385,1/20/2024,2679,P0067,3.0,400.79,1202.37,PayPal
386,1/21/2024,4506,P0025,8.0,931.5,7452.0,Cash
387,1/22/2024,8253,P0098,1.0,134.47,134.47,Cash
388,1/23/2024,3744,P0076,5.0,739.73,3698.65,Debit Card
389,1/24/2024,6188,P0042,4.0,974.85,3899.4,Cash
390,1/25/2024,3141,P0009,5.0,61.68,308.4,Debit Card
391,1/26/2024,7617,P0079,8.0,685.37,5482.96,Debit Card
392,1/27/2024,3479,P0040,10.0,473.47,4734.7,PayPal
393,1/28/2024,7484,P0025,4.0,583.38,2333.52,Cash
394,1/29/2024,8421,P0005,4.0,94.49,377.96,Cash
395,1/30/2024,5452,P0011,3.0,52.58,157.74,Debit Card
396,1/31/2024,6881,P0059,7.0,670.2,4691.4,Debit Card
397,2/1/2024,7665,P0098,3.0,825.08,2475.24,Credit Card
398,2/2/2024,3849,P0088,3.0,784.2,2352.6,Credit Card
399,2/3/2024,8390,P0079,10.0,548.37,5483.7,Debit Card
400,2/4/2024,7905,P0038,5.0,108.87,544.35,Credit Card
401,2/5/2024,3489,P0072,5.0,,3455.8,Credit Card
402,2/6/2024,5611,P0005,6.0,249.47,1496.82,Debit Card
403,2/7/2024,3839,P0048,8.0,911.96,7295.68,Debit Card
404,2/8/2024,9527,P0090,10.0,839.88,8398.8,Cash
405,2/9/2024,6878,P0018,6.0,712.29,4273.74,Debit Card
406,2/10/2024,7303,P0070,1.0,949.36,949.36,Debit Card
407,2/11/2024,1851,P0037,8.0,41.11,328.88,PayPal
408,2/12/2024,2687,P0060,8.0,738.84,5910.72,Cash
409,2/13/2024,7833,P0048,9.0,336.94,3032.46,Cash
410,2/14/2024,3427,P0077,9.0,907.01,8163.09,Cash
411,2/15/2024,5000,P0028,,274.01,548.02,PayPal
412,2/16/2024,6052,P0069,2.0,727.61,1455.22,Debit Card
413,,3738,P0077,3.0,878.87,2636.61,Cash
414,2/18/2024,6732,P0081,1.0,51.24,51.24,Cash
415,2/19/2024,6387,P0040,4.0,403.67,1614.68,Credit Card
416,2/20/2024,9002,P0045,4.0,764.69,3058.76,Cash
